Unnamed: 0,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,sst
13195,Bret,2011,7,20,12,31.4,-74.1,tropical storm,,45,1002,105.0,0.0,
13196,Bret,2011,7,20,18,31.9,-73.4,tropical storm,,45,1005,105.0,0.0,
13197,Bret,2011,7,21,0,32.4,-72.7,tropical storm,,45,1005,105.0,0.0,
13198,Bret,2011,7,21,6,33.0,-72.0,tropical storm,,40,1005,100.0,0.0,
13199,Bret,2011,7,21,12,33.5,-71.2,tropical storm,,35,1006,90.0,0.0,
13200,Bret,2011,7,21,18,34.1,-70.1,tropical storm,,35,1007,80.0,0.0,
13201,Bret,2011,7,22,0,35.1,-68.9,tropical depression,,30,1008,0.0,0.0,
13202,Bret,2011,7,22,6,36.2,-67.4,tropical depression,,30,1008,0.0,0.0,23.29
13203,Bret,2011,7,22,12,37.3,-65.2,other low,,30,1009,0.0,0.0,23.71
13204,Bret,2011,7,22,18,38.3,-62.8,other low,,30,1009,0.0,0.0,24.15
13205,Bret,2011,7,23,0,39.2,-60.1,other low,,25,1010,0.0,0.0,23.62
13206,Bret,2011,7,23,6,39.8,-57.0,other low,,25,1010,0.0,0.0,23.2
13207,Cindy,2011,7,20,6,33.0,-59.5,tropical depression,,30,1010,0.0,0.0,
13208,Cindy,2011,7,20,12,33.4,-57.0,tropical storm,,35,1008,120.0,0.0,
13209,Cindy,2011,7,20,18,34.5,-54.7,tropical storm,,40,1006,120.0,0.0,
13210,Cindy,2011,7,21,0,35.8,-52.5,tropical storm,,45,1003,120.0,0.0,
13211,Cindy,2011,7,21,6,37.4,-50.5,tropical storm,,50,999,120.0,0.0,24.07
13212,Cindy,2011,7,21,12,39.4,-48.4,tropical storm,,55,996,120.0,0.0,23.79
13213,Cindy,2011,7,21,18,41.3,-46.1,tropical storm,,60,994,120.0,0.0,
13214,Cindy,2011,7,22,0,42.6,-43.7,tropical storm,,55,995,135.0,0.0,
13215,Cindy,2011,7,22,6,43.8,-41.2,tropical storm,,50,997,135.0,0.0,
13216,Cindy,2011,7,22,12,45.1,-38.6,tropical storm,,45,999,135.0,0.0,
13217,Cindy,2011,7,22,18,46.7,-35.6,tropical storm,,40,1001,130.0,0.0,
13218,Cindy,2011,7,23,0,48.4,-32.1,other low,,40,1003,110.0,0.0,
13219,Cindy,2011,7,23,6,50.0,-27.8,other low,,35,1005,110.0,0.0,15.86
13220,Don,2011,7,27,6,21.6,-85.7,tropical depression,,30,1007,0.0,0.0,
13221,Don,2011,7,27,12,21.8,-86.2,tropical depression,,30,1006,0.0,0.0,
13222,Don,2011,7,27,18,22.0,-86.7,tropical storm,,35,1003,40.0,0.0,
13223,Don,2011,7,28,0,22.3,-87.4,tropical storm,,35,1000,40.0,0.0,
13224,Don,2011,7,28,6,22.9,-88.4,tropical storm,,35,1000,60.0,0.0,
13225,Don,2011,7,28,12,23.7,-89.5,tropical storm,,40,1001,60.0,0.0,
13226,Don,2011,7,28,18,24.2,-90.7,tropical storm,,40,1004,60.0,0.0,
13227,Don,2011,7,29,0,24.6,-91.9,tropical storm,,45,997,60.0,0.0,
13228,Don,2011,7,29,6,25.1,-93.1,tropical storm,,45,1000,60.0,0.0,
13229,Don,2011,7,29,12,25.8,-94.3,tropical storm,,45,1002,60.0,0.0,
13230,Don,2011,7,29,18,26.4,-95.5,tropical storm,,45,1004,60.0,0.0,
13231,Don,2011,7,30,0,27.0,-96.9,tropical storm,,35,1006,60.0,0.0,
13232,Don,2011,7,30,2,27.3,-97.4,tropical depression,,30,1007,0.0,0.0,
13233,Don,2011,7,30,6,27.8,-98.1,other low,,25,1009,0.0,0.0,
13234,Emily,2011,8,2,0,14.9,-61.4,tropical storm,,40,1007,75.0,0.0,
13235,Emily,2011,8,2,6,15.1,-62.5,tropical storm,,40,1007,75.0,0.0,
13236,Emily,2011,8,2,12,15.4,-63.6,tropical storm,,40,1006,75.0,0.0,
13237,Emily,2011,8,2,18,15.7,-64.8,tropical storm,,40,1005,75.0,0.0,
13238,Emily,2011,8,3,0,16.0,-66.2,tropical storm,,45,1004,135.0,0.0,
13239,Emily,2011,8,3,6,16.3,-67.7,tropical storm,,45,1003,135.0,0.0,
13240,Emily,2011,8,3,12,16.6,-69.1,tropical storm,,45,1003,105.0,0.0,
13241,Emily,2011,8,3,18,16.8,-70.3,tropical storm,,45,1003,105.0,0.0,
13242,Emily,2011,8,4,0,16.9,-70.7,tropical storm,,45,1003,100.0,0.0,
13243,Emily,2011,8,4,6,16.9,-71.3,tropical storm,,45,1004,100.0,0.0,
13244,Emily,2011,8,4,12,17.3,-72.2,tropical storm,,45,1006,100.0,0.0,
13245,Emily,2011,8,4,18,17.9,-73.4,tropical wave,,30,1009,0.0,0.0,
13246,Emily,2011,8,5,0,18.8,-74.6,tropical wave,,25,1010,0.0,0.0,
13247,Emily,2011,8,5,6,19.8,-75.5,tropical wave,,25,1011,0.0,0.0,
13248,Emily,2011,8,5,12,21.0,-76.3,tropical wave,,25,1011,0.0,0.0,
13249,Emily,2011,8,5,18,22.4,-76.9,tropical wave,,25,1012,0.0,0.0,
13250,Emily,2011,8,6,0,23.6,-77.4,tropical wave,,25,1012,0.0,0.0,
13251,Emily,2011,8,6,6,24.6,-77.9,tropical wave,,25,1012,0.0,0.0,
13252,Emily,2011,8,6,12,25.6,-78.1,other low,,25,1011,0.0,0.0,
13253,Emily,2011,8,6,18,26.4,-78.2,tropical depression,,30,1011,0.0,0.0,
13254,Emily,2011,8,7,0,27.2,-78.1,tropical storm,,35,1010,60.0,0.0,
13255,Emily,2011,8,7,6,28.4,-77.4,tropical storm,,35,1009,60.0,0.0,
13256,Emily,2011,8,7,12,29.7,-76.4,other low,,30,1009,0.0,0.0,
13257,Emily,2011,8,7,18,30.7,-74.8,other low,,30,1009,0.0,0.0,
13258,Franklin,2011,8,12,12,34.7,-66.0,other low,,25,1011,0.0,0.0,
13259,Franklin,2011,8,12,18,35.6,-64.7,tropical depression,,30,1009,0.0,0.0,
13260,Franklin,2011,8,13,0,36.6,-63.0,tropical depression,,30,1008,0.0,0.0,24.79
13261,Franklin,2011,8,13,6,37.6,-61.1,tropical storm,,35,1006,60.0,0.0,25.67
13262,Franklin,2011,8,13,12,38.6,-59.0,tropical storm,,40,1004,60.0,0.0,26.0
13263,Franklin,2011,8,13,18,39.6,-56.3,extratropical,,40,1004,70.0,0.0,25.44
13264,Franklin,2011,8,14,0,40.2,-53.2,extratropical,,35,1005,70.0,0.0,25.96
13265,Franklin,2011,8,14,6,40.4,-49.9,extratropical,,35,1007,70.0,0.0,
13266,Franklin,2011,8,14,12,40.0,-47.0,extratropical,,30,1009,0.0,0.0,26.01
13267,Franklin,2011,8,14,18,39.4,-44.6,extratropical,,30,1010,0.0,0.0,26.01
13268,Franklin,2011,8,15,0,38.8,-42.5,extratropical,,30,1011,0.0,0.0,26.52
13269,Franklin,2011,8,15,6,38.1,-40.8,extratropical,,25,1013,0.0,0.0,26.86
13270,Franklin,2011,8,15,12,37.3,-39.2,extratropical,,25,1014,0.0,0.0,26.52
13271,Franklin,2011,8,15,18,36.6,-38.2,extratropical,,25,1015,0.0,0.0,25.64
13272,Franklin,2011,8,16,0,35.6,-37.9,extratropical,,25,1016,0.0,0.0,
13273,Gert,2011,8,13,6,26.2,-58.0,other low,,30,1013,0.0,0.0,
13274,Gert,2011,8,13,12,26.9,-59.4,other low,,30,1012,0.0,0.0,
13275,Gert,2011,8,13,18,27.3,-60.6,tropical depression,,30,1011,0.0,0.0,
13276,Gert,2011,8,14,0,27.5,-61.5,tropical depression,,30,1011,0.0,0.0,
13277,Gert,2011,8,14,6,27.7,-62.3,tropical storm,,35,1011,60.0,0.0,
13278,Gert,2011,8,14,12,28.1,-62.9,tropical storm,,40,1010,60.0,0.0,
13279,Gert,2011,8,14,18,28.8,-63.1,tropical storm,,40,1009,60.0,0.0,
13280,Gert,2011,8,15,0,29.6,-63.3,tropical storm,,45,1006,60.0,0.0,
13281,Gert,2011,8,15,6,30.6,-63.4,tropical storm,,50,1003,90.0,0.0,
13282,Gert,2011,8,15,12,31.6,-63.2,tropical storm,,55,1000,105.0,0.0,
13283,Gert,2011,8,15,18,32.9,-62.7,tropical storm,,50,1003,105.0,0.0,
13284,Gert,2011,8,16,0,34.2,-61.6,tropical storm,,45,1005,90.0,0.0,
13285,Gert,2011,8,16,6,35.6,-60.3,tropical storm,,45,1007,90.0,0.0,
13286,Gert,2011,8,16,12,37.1,-58.1,other low,,40,1008,60.0,0.0,26.1
13287,Gert,2011,8,16,18,38.6,-55.8,other low,,40,1008,60.0,0.0,26.81
13288,Gert,2011,8,17,0,40.1,-53.4,other low,,35,1010,30.0,0.0,26.3
13289,Gert,2011,8,17,6,41.5,-50.9,other low,,30,1012,0.0,0.0,
13290,Gert,2011,8,17,12,42.9,-48.3,other low,,30,1014,0.0,0.0,
13291,Gert,2011,8,17,18,44.9,-44.8,other low,,30,1015,0.0,0.0,
13292,Harvey,2011,8,19,0,15.4,-82.0,tropical depression,,30,1006,0.0,0.0,
13293,Harvey,2011,8,19,6,15.7,-82.7,tropical depression,,30,1005,0.0,0.0,
13294,Harvey,2011,8,19,12,15.9,-83.4,tropical storm,,35,1003,30.0,0.0,
13295,Harvey,2011,8,19,18,16.0,-84.1,tropical storm,,40,1001,35.0,0.0,
13296,Harvey,2011,8,20,0,16.1,-84.9,tropical storm,,45,995,35.0,0.0,
13297,Harvey,2011,8,20,6,16.3,-85.8,tropical storm,,50,994,55.0,0.0,
13298,Harvey,2011,8,20,12,16.6,-87.0,tropical storm,,50,998,60.0,0.0,
13299,Harvey,2011,8,20,17,17.0,-88.3,tropical storm,,55,995,,,
13300,Harvey,2011,8,20,18,17.0,-88.3,tropical storm,,55,995,60.0,0.0,
13301,Harvey,2011,8,21,0,17.3,-89.6,tropical storm,,35,1003,30.0,0.0,
13302,Harvey,2011,8,21,6,17.6,-90.8,tropical depression,,30,1005,0.0,0.0,
13303,Harvey,2011,8,21,12,18.0,-92.0,tropical depression,,30,1005,0.0,0.0,
13304,Harvey,2011,8,21,18,18.5,-93.3,tropical depression,,30,1005,0.0,0.0,
13305,Harvey,2011,8,22,0,18.7,-94.8,tropical storm,,35,1005,70.0,0.0,
13306,Harvey,2011,8,22,2,18.7,-95.2,tropical storm,,35,1005,70.0,0.0,
13307,Harvey,2011,8,22,6,18.6,-96.2,tropical depression,,25,1006,0.0,0.0,
13308,Harvey,2011,8,22,12,18.1,-97.2,tropical depression,,20,1007,0.0,0.0,
13309,Irene,2011,8,21,0,15.0,-59.0,tropical storm,,45,1006,105.0,0.0,
13310,Irene,2011,8,21,6,16.0,-60.6,tropical storm,,45,1006,130.0,0.0,
13311,Irene,2011,8,21,12,16.8,-62.2,tropical storm,,45,1005,130.0,0.0,
13312,Irene,2011,8,21,18,17.5,-63.7,tropical storm,,50,999,130.0,0.0,
13313,Irene,2011,8,21,23,17.8,-64.6,tropical storm,,60,993,,,
13314,Irene,2011,8,22,0,17.9,-65.0,tropical storm,,60,993,160.0,0.0,
13315,Irene,2011,8,22,5,18.1,-65.8,tropical storm,,60,990,,,
13316,Irene,2011,8,22,6,18.2,-65.9,hurricane,1.0,65,990,190.0,25.0,
13317,Irene,2011,8,22,12,18.9,-67.0,hurricane,1.0,70,989,220.0,25.0,
13318,Irene,2011,8,22,18,19.3,-68.0,hurricane,1.0,75,988,200.0,25.0,
13319,Irene,2011,8,23,0,19.7,-68.8,hurricane,1.0,80,981,210.0,35.0,
13320,Irene,2011,8,23,6,20.1,-69.7,hurricane,1.0,80,978,270.0,65.0,
13321,Irene,2011,8,23,12,20.4,-70.6,hurricane,1.0,80,978,270.0,65.0,
13322,Irene,2011,8,23,18,20.7,-71.2,hurricane,1.0,80,977,270.0,65.0,
13323,Irene,2011,8,24,0,21.0,-71.9,hurricane,1.0,80,969,300.0,65.0,
13324,Irene,2011,8,24,6,21.3,-72.5,hurricane,2.0,95,965,300.0,65.0,
13325,Irene,2011,8,24,12,21.9,-73.3,hurricane,3.0,105,957,300.0,80.0,
13326,Irene,2011,8,24,16,22.4,-74.0,hurricane,3.0,100,955,,,
13327,Irene,2011,8,24,18,22.7,-74.3,hurricane,3.0,100,954,330.0,85.0,
13328,Irene,2011,8,25,0,23.5,-75.1,hurricane,2.0,95,952,330.0,110.0,
13329,Irene,2011,8,25,6,24.1,-75.9,hurricane,2.0,95,950,330.0,110.0,
13330,Irene,2011,8,25,9,24.7,-76.2,hurricane,2.0,90,950,,,
13331,Irene,2011,8,25,12,25.4,-76.6,hurricane,2.0,90,950,360.0,110.0,
13332,Irene,2011,8,25,18,26.5,-77.2,hurricane,2.0,90,950,375.0,110.0,
13333,Irene,2011,8,26,0,27.7,-77.3,hurricane,2.0,90,946,375.0,110.0,
13334,Irene,2011,8,26,6,28.8,-77.3,hurricane,2.0,90,942,380.0,130.0,
13335,Irene,2011,8,26,12,30.0,-77.4,hurricane,2.0,85,947,380.0,130.0,
13336,Irene,2011,8,26,18,31.1,-77.5,hurricane,1.0,80,950,400.0,130.0,
13337,Irene,2011,8,27,0,32.1,-77.1,hurricane,1.0,75,952,365.0,120.0,
13338,Irene,2011,8,27,6,33.4,-76.8,hurricane,1.0,75,952,365.0,120.0,
13339,Irene,2011,8,27,12,34.7,-76.6,hurricane,1.0,75,952,375.0,120.0,
13340,Irene,2011,8,27,18,35.5,-76.3,hurricane,1.0,65,950,360.0,110.0,
13341,Irene,2011,8,28,0,36.7,-75.7,hurricane,1.0,65,951,360.0,75.0,25.63
13342,Irene,2011,8,28,6,38.1,-75.0,hurricane,1.0,65,958,390.0,75.0,26.22
13343,Irene,2011,8,28,9,39.4,-74.4,tropical storm,,60,959,390.0,0.0,25.86
13344,Irene,2011,8,28,12,40.3,-74.1,tropical storm,,55,963,360.0,0.0,
13345,Irene,2011,8,28,13,40.6,-74.0,tropical storm,,55,965,360.0,0.0,
13346,Irene,2011,8,28,18,42.5,-73.1,tropical storm,,50,970,410.0,0.0,
13347,Irene,2011,8,29,0,44.2,-72.1,extratropical,,45,979,480.0,0.0,
13348,Irene,2011,8,29,6,46.5,-69.5,extratropical,,40,983,720.0,0.0,
13349,Irene,2011,8,29,12,49.1,-66.7,extratropical,,40,985,660.0,0.0,
13350,Irene,2011,8,29,18,51.3,-63.8,extratropical,,40,987,360.0,0.0,
13351,Irene,2011,8,30,0,53.0,-60.0,extratropical,,40,991,270.0,0.0,
13352,Ten,2011,8,25,0,12.3,-29.0,tropical depression,,30,1006,0.0,0.0,
13353,Ten,2011,8,25,6,12.7,-30.1,tropical depression,,30,1006,0.0,0.0,
13354,Ten,2011,8,25,12,13.1,-31.2,tropical depression,,30,1008,0.0,0.0,
13355,Ten,2011,8,25,18,13.5,-32.1,tropical depression,,30,1008,0.0,0.0,
13356,Ten,2011,8,26,0,13.9,-32.9,tropical depression,,30,1009,0.0,0.0,
13357,Ten,2011,8,26,6,14.4,-33.3,tropical depression,,30,1009,0.0,0.0,
13358,Ten,2011,8,26,12,14.8,-33.5,tropical depression,,30,1009,0.0,0.0,
13359,Ten,2011,8,26,18,15.3,-33.7,tropical depression,,30,1009,0.0,0.0,
13360,Ten,2011,8,27,0,15.8,-33.9,other low,,25,1010,0.0,0.0,
13361,Jose,2011,8,26,12,27.3,-59.0,other low,,30,1016,0.0,0.0,
13362,Jose,2011,8,26,18,27.4,-60.2,other low,,30,1014,0.0,0.0,
13363,Jose,2011,8,27,0,27.5,-61.3,other low,,30,1013,0.0,0.0,
13364,Jose,2011,8,27,6,27.7,-62.4,tropical depression,,30,1011,0.0,0.0,
13365,Jose,2011,8,27,12,27.9,-63.4,tropical storm,,35,1008,15.0,0.0,
13366,Jose,2011,8,27,18,28.3,-64.3,tropical storm,,35,1008,40.0,0.0,
13367,Jose,2011,8,28,0,29.1,-64.9,tropical storm,,35,1008,35.0,0.0,
13368,Jose,2011,8,28,6,29.8,-65.5,tropical storm,,40,1007,45.0,0.0,
13369,Jose,2011,8,28,12,30.9,-65.7,tropical storm,,40,1006,45.0,0.0,
13370,Jose,2011,8,28,18,32.4,-65.8,tropical storm,,40,1006,45.0,0.0,
13371,Jose,2011,8,29,0,34.2,-65.6,other low,,40,1007,45.0,0.0,
13372,Jose,2011,8,29,6,36.2,-65.1,other low,,35,1009,35.0,0.0,26.06
13373,Jose,2011,8,29,12,38.3,-63.8,other low,,30,1012,0.0,0.0,26.28
13374,Katia,2011,8,28,0,9.5,-19.0,other low,,20,1012,0.0,0.0,
13375,Katia,2011,8,28,6,9.4,-20.3,other low,,20,1011,0.0,0.0,
13376,Katia,2011,8,28,12,9.3,-21.6,other low,,25,1010,0.0,0.0,
13377,Katia,2011,8,28,18,9.3,-22.9,other low,,25,1009,0.0,0.0,
13378,Katia,2011,8,29,0,9.3,-24.2,other low,,25,1009,0.0,0.0,
13379,Katia,2011,8,29,6,9.5,-25.6,tropical depression,,25,1009,0.0,0.0,
13380,Katia,2011,8,29,12,9.9,-27.0,tropical depression,,30,1008,0.0,0.0,
13381,Katia,2011,8,29,18,10.6,-28.2,tropical depression,,30,1008,0.0,0.0,
13382,Katia,2011,8,30,0,11.0,-29.6,tropical storm,,35,1006,30.0,0.0,
13383,Katia,2011,8,30,6,11.5,-31.1,tropical storm,,40,1004,30.0,0.0,
13384,Katia,2011,8,30,12,12.0,-32.9,tropical storm,,45,1001,80.0,0.0,
13385,Katia,2011,8,30,18,12.6,-34.6,tropical storm,,50,997,100.0,0.0,
13386,Katia,2011,8,31,0,13.1,-36.4,tropical storm,,50,997,110.0,0.0,
13387,Katia,2011,8,31,6,13.6,-38.2,tropical storm,,55,994,120.0,0.0,
13388,Katia,2011,8,31,12,14.0,-40.0,tropical storm,,55,994,140.0,0.0,
13389,Katia,2011,8,31,18,14.4,-41.8,tropical storm,,60,990,175.0,0.0,
13390,Katia,2011,9,1,0,14.8,-43.5,hurricane,1.0,65,988,190.0,20.0,
13391,Katia,2011,9,1,6,15.1,-45.2,hurricane,1.0,65,988,200.0,20.0,
13392,Katia,2011,9,1,12,15.3,-46.9,hurricane,1.0,65,988,220.0,30.0,
13393,Katia,2011,9,1,18,15.7,-48.5,hurricane,1.0,65,988,230.0,30.0,
13394,Katia,2011,9,2,0,16.2,-50.0,hurricane,1.0,65,988,240.0,30.0,
13395,Katia,2011,9,2,6,16.8,-51.2,hurricane,1.0,65,988,240.0,30.0,
13396,Katia,2011,9,2,12,17.4,-52.1,hurricane,1.0,65,987,240.0,30.0,
13397,Katia,2011,9,2,18,18.0,-53.0,hurricane,1.0,65,987,240.0,30.0,
13398,Katia,2011,9,3,0,18.4,-53.9,hurricane,1.0,65,987,240.0,30.0,
13399,Katia,2011,9,3,6,18.8,-54.7,hurricane,1.0,65,987,240.0,30.0,
13400,Katia,2011,9,3,12,19.4,-55.4,hurricane,1.0,65,986,240.0,30.0,
13401,Katia,2011,9,3,18,19.9,-56.2,hurricane,1.0,65,982,240.0,30.0,
13402,Katia,2011,9,4,0,20.4,-57.1,hurricane,1.0,70,978,240.0,30.0,
13403,Katia,2011,9,4,6,21.1,-57.9,hurricane,1.0,75,969,240.0,50.0,
13404,Katia,2011,9,4,12,21.7,-58.8,hurricane,2.0,85,961,240.0,60.0,
13405,Katia,2011,9,4,18,22.3,-59.7,hurricane,2.0,90,959,240.0,70.0,
13406,Katia,2011,9,5,0,23.0,-60.6,hurricane,2.0,90,957,250.0,70.0,
13407,Katia,2011,9,5,6,23.6,-61.6,hurricane,2.0,95,954,250.0,80.0,
13408,Katia,2011,9,5,12,24.2,-62.6,hurricane,3.0,100,950,270.0,100.0,
13409,Katia,2011,9,5,18,24.8,-63.4,hurricane,3.0,110,946,280.0,100.0,
13410,Katia,2011,9,6,0,25.6,-64.0,hurricane,4.0,120,942,290.0,100.0,
13411,Katia,2011,9,6,6,26.2,-64.8,hurricane,4.0,115,946,290.0,100.0,
13412,Katia,2011,9,6,12,26.7,-65.6,hurricane,3.0,105,954,290.0,105.0,
13413,Katia,2011,9,6,18,27.3,-66.2,hurricane,2.0,95,959,300.0,110.0,
13414,Katia,2011,9,7,0,27.7,-66.9,hurricane,2.0,85,964,300.0,110.0,
13415,Katia,2011,9,7,6,28.2,-67.6,hurricane,2.0,85,967,300.0,110.0,
13416,Katia,2011,9,7,12,28.8,-68.4,hurricane,1.0,80,969,310.0,110.0,
13417,Katia,2011,9,7,18,29.4,-69.3,hurricane,1.0,80,969,330.0,110.0,
13418,Katia,2011,9,8,0,30.3,-69.9,hurricane,1.0,80,968,350.0,120.0,
13419,Katia,2011,9,8,6,31.5,-70.1,hurricane,1.0,80,967,360.0,130.0,
13420,Katia,2011,9,8,12,32.8,-70.2,hurricane,1.0,80,966,360.0,130.0,
13421,Katia,2011,9,8,18,34.1,-70.0,hurricane,1.0,80,965,380.0,120.0,
13422,Katia,2011,9,9,0,35.6,-69.4,hurricane,1.0,80,964,380.0,110.0,
13423,Katia,2011,9,9,6,37.1,-68.4,hurricane,1.0,75,963,370.0,105.0,25.55
13424,Katia,2011,9,9,12,38.5,-67.1,hurricane,1.0,75,961,380.0,105.0,26.16
13425,Katia,2011,9,9,18,39.8,-64.6,hurricane,1.0,75,960,390.0,110.0,26.16
13426,Katia,2011,9,10,0,41.0,-60.5,hurricane,1.0,75,958,420.0,110.0,
13427,Katia,2011,9,10,6,42.2,-56.1,hurricane,1.0,75,956,450.0,120.0,
13428,Katia,2011,9,10,12,43.5,-50.6,extratropical,,75,954,470.0,120.0,
13429,Katia,2011,9,10,18,45.4,-43.7,extratropical,,75,954,470.0,120.0,
13430,Katia,2011,9,11,0,47.3,-37.2,extratropical,,70,957,470.0,120.0,
13431,Katia,2011,9,11,6,49.1,-31.3,extratropical,,70,960,470.0,120.0,
13432,Katia,2011,9,11,12,51.1,-26.0,extratropical,,60,964,470.0,0.0,
13433,Katia,2011,9,11,18,52.8,-21.1,extratropical,,60,966,470.0,0.0,
13434,Katia,2011,9,12,0,54.7,-16.3,extratropical,,60,968,470.0,0.0,13.86
13435,Katia,2011,9,12,6,56.2,-11.6,extratropical,,60,970,470.0,0.0,13.29
13436,Katia,2011,9,12,12,58.0,-7.0,extratropical,,60,972,470.0,0.0,13.33
13437,Katia,2011,9,12,18,59.5,0.0,extratropical,,60,974,470.0,0.0,13.79
13438,Al202011,2011,8,31,12,37.1,-64.3,other low,,25,1013,0.0,0.0,25.34
13439,Al202011,2011,8,31,18,37.1,-64.1,other low,,25,1013,0.0,0.0,25.34
13440,Al202011,2011,9,1,0,37.3,-63.9,tropical depression,,25,1011,0.0,0.0,25.35
13441,Al202011,2011,9,1,6,37.4,-63.7,tropical depression,,30,1008,0.0,0.0,25.35
13442,Al202011,2011,9,1,12,37.4,-63.7,tropical storm,,40,1004,60.0,0.0,25.35
13443,Al202011,2011,9,1,18,37.4,-63.8,tropical storm,,35,1005,60.0,0.0,25.35
13444,Al202011,2011,9,2,0,37.5,-63.8,tropical storm,,35,1005,60.0,0.0,25.19
13445,Al202011,2011,9,2,6,37.8,-63.7,tropical storm,,40,1002,60.0,0.0,25.79
13446,Al202011,2011,9,2,12,38.0,-62.8,tropical storm,,40,1002,60.0,0.0,25.79
13447,Al202011,2011,9,2,18,39.0,-61.8,tropical storm,,35,1003,60.0,0.0,25.41
13448,Al202011,2011,9,3,0,40.0,-60.7,extratropical,,30,1004,0.0,0.0,25.78
13449,Al202011,2011,9,3,6,41.0,-59.9,extratropical,,30,1004,0.0,0.0,
13450,Al202011,2011,9,3,12,42.0,-59.2,extratropical,,30,1004,0.0,0.0,
13451,Al202011,2011,9,3,18,42.4,-57.8,extratropical,,30,1004,0.0,0.0,
13452,Lee,2011,9,2,0,26.6,-91.4,tropical depression,,30,1007,0.0,0.0,
13453,Lee,2011,9,2,6,26.9,-91.4,tropical depression,,30,1006,0.0,0.0,
13454,Lee,2011,9,2,12,27.2,-91.4,tropical storm,,35,1005,150.0,0.0,
13455,Lee,2011,9,2,18,27.5,-91.4,tropical storm,,40,1003,175.0,0.0,
13456,Lee,2011,9,3,0,28.0,-91.5,tropical storm,,40,1001,265.0,0.0,
13457,Lee,2011,9,3,6,28.5,-91.8,tropical storm,,45,997,265.0,0.0,
13458,Lee,2011,9,3,12,29.0,-92.0,subtropical storm,,50,993,280.0,0.0,
13459,Lee,2011,9,3,18,29.2,-92.2,subtropical storm,,45,989,320.0,0.0,
13460,Lee,2011,9,4,0,29.4,-92.5,subtropical storm,,40,988,355.0,0.0,
13461,Lee,2011,9,4,6,29.5,-92.5,subtropical storm,,40,986,355.0,0.0,
13462,Lee,2011,9,4,9,29.5,-92.2,subtropical storm,,40,986,355.0,0.0,
13463,Lee,2011,9,4,10,29.6,-92.1,subtropical storm,,40,986,355.0,0.0,
13464,Lee,2011,9,4,12,29.7,-92.0,subtropical storm,,35,986,330.0,0.0,
13465,Lee,2011,9,4,18,30.3,-91.8,subtropical storm,,35,988,250.0,0.0,
